sale_id,sale_date,product_id,warehouse_id,quantity_sold,selling_price_per_unit,channel
TXN000326,2025-07-23,PROD0057,WH05,2,229.78,Wholesale
TXN000327,2025-07-23,PROD0098,WH04,3,352.46,Online
TXN000328,2025-07-23,PROD0002,WH03,1,766.66,Online
TXN000329,2025-07-23,PROD0002,WH02,1,766.66,Online
TXN000330,2025-07-23,PROD0106,WH02,14,51.83,Retail
TXN000331,2025-07-23,PROD0047,WH01,1,539.17,Online
TXN000332,2025-07-23,PROD0028,WH03,1,179.6,Online
TXN000333,2025-07-23,PROD0059,WH04,2,529.33,Online
TXN000334,2025-07-23,PROD0072,WH03,5,109.21,Online
TXN000335,2025-07-23,PROD0057,WH04,5,229.78,Online
TXN000336,2025-07-23,PROD0005,WH05,4,170.46,Online
TXN000337,2025-07-23,PROD0005,WH05,3,170.46,Online
TXN000338,2025-07-23,PROD0024,WH01,2,237.44,Wholesale
TXN000339,2025-07-23,PROD0061,WH05,8,35.05,Wholesale
TXN000340,2025-07-23,PROD0018,WH05,13,22.79,Retail
TXN000341,2025-07-23,PROD0076,WH05,2,105.69,Retail
TXN000342,2025-07-23,PROD0008,WH04,6,40.03,Online
TXN000343,2025-07-23,PROD0094,WH01,2,54.93,Online
TXN000344,2025-07-23,PROD0105,WH02,1,568.46,Retail
TXN000345,2025-07-23,PROD0031,WH01,1,159.65,Online
TXN000346,2025-07-23,PROD0118,WH01,10,44.34,Wholesale
TXN000347,2025-07-23,PROD0105,WH05,1,568.46,Online
TXN000348,2025-07-23,PROD0113,WH04,4,290.11,Retail
TXN000349,2025-07-23,PROD0119,WH03,13,62.53,Online
TXN000350,2025-07-23,PROD0072,WH04,4,109.21,Retail
TXN000351,2025-07-23,PROD0011,WH04,2,515.6,Wholesale
TXN000352,2025-07-23,PROD0062,WH03,1,576.67,Retail
TXN000353,2025-07-23,PROD0054,WH05,2,144.85,Online
TXN000354,2025-07-23,PROD0113,WH05,1,290.11,Retail
TXN000355,2025-07-23,PROD0013,WH02,1,231.03,Online
TXN000356,2025-07-23,PROD0110,WH04,2,84.13,Online
TXN000357,2025-07-23,PROD0032,WH01,7,66.91,Retail
TXN000358,2025-07-23,PROD0014,WH04,1,206.63,Online
TXN000359,2025-07-23,PROD0053,WH04,2,566.68,Online
TXN000360,2025-07-23,PROD0046,WH02,2,328.39,Retail
TXN000361,2025-07-23,PROD0015,WH02,1,414.86,Retail
TXN000362,2025-07-23,PROD0076,WH04,3,105.69,Retail
TXN000363,2025-07-23,PROD0082,WH01,2,302.75,Online
TXN000364,2025-07-23,PROD0008,WH05,4,40.03,Online
TXN000365,2025-07-23,PROD0020,WH02,2,363.62,Online
TXN000366,2025-07-23,PROD0015,WH01,1,414.86,Online
TXN000367,2025-07-23,PROD0105,WH01,1,568.46,Wholesale
TXN000368,2025-07-23,PROD0117,WH03,1,478.38,Online
TXN000369,2025-07-23,PROD0110,WH04,1,84.13,Online
TXN000370,2025-07-23,PROD0126,WH04,1,543.44,Online
TXN000371,2025-07-23,PROD0126,WH02,1,543.44,Online
TXN000372,2025-07-23,PROD0040,WH01,1,530.8,Online
TXN000373,2025-07-23,PROD0033,WH02,1,535.58,Retail
TXN000374,2025-07-23,PROD0066,WH04,1,512.81,Online
TXN000375,2025-07-23,PROD0108,WH01,6,158.82,Retail
TXN000376,2025-07-23,PROD0083,WH05,2,183.43,Online
TXN000377,2025-07-23,PROD0080,WH05,1,149.97,Online
TXN000378,2025-07-23,PROD0088,WH02,1,308.26,Online
TXN000379,2025-07-23,PROD0078,WH02,3,368.28,Online
TXN000380,2025-07-23,PROD0116,WH03,2,362.75,Online
TXN000381,2025-07-23,PROD0049,WH02,1,416.0,Retail
TXN000382,2025-07-23,PROD0050,WH04,1,506.94,Retail
TXN000383,2025-07-23,PROD0041,WH02,1,313.32,Online
TXN000384,2025-07-23,PROD0012,WH05,1,625.07,Online
TXN000385,2025-07-23,PROD0090,WH03,1,890.04,Online
TXN000386,2025-07-23,PROD0123,WH05,1,458.85,Online
TXN000387,2025-07-23,PROD0093,WH04,2,718.31,Online
TXN000388,2025-07-23,PROD0094,WH04,8,54.93,Online
TXN000389,2025-07-23,PROD0043,WH04,4,430.69,Online
TXN000390,2025-07-23,PROD0067,WH02,4,272.24,Retail
TXN000391,2025-07-23,PROD0126,WH05,1,543.44,Online
TXN000392,2025-07-23,PROD0106,WH04,10,51.83,Online
TXN000393,2025-07-23,PROD0057,WH01,3,229.78,Online
TXN000394,2025-07-23,PROD0033,WH05,2,535.58,Online
TXN000395,2025-07-23,PROD0074,WH04,2,522.27,Retail
TXN000396,2025-07-23,PROD0035,WH03,4,224.81,Online
TXN000397,2025-07-23,PROD0062,WH01,1,576.67,Retail
TXN000398,2025-07-23,PROD0114,WH04,4,87.96,Retail
TXN000399,2025-07-23,PROD0043,WH02,1,430.69,Wholesale
TXN000400,2025-07-23,PROD0075,WH02,1,736.06,Online
TXN000401,2025-07-23,PROD0066,WH05,1,512.81,Online
TXN000402,2025-07-23,PROD0034,WH05,5,126.65,Retail
TXN000403,2025-07-23,PROD0126,WH04,1,543.44,Online
TXN000404,2025-07-23,PROD0063,WH05,1,560.04,Online
TXN000405,2025-07-23,PROD0123,WH04,4,458.85,Wholesale
TXN000406,2025-07-23,PROD0025,WH03,5,203.66,Retail
TXN000407,2025-07-23,PROD0057,WH04,3,229.78,Online
TXN000408,2025-07-23,PROD0084,WH02,1,563.23,Retail
TXN000409,2025-07-23,PROD0007,WH02,1,385.91,Online
TXN000410,2025-07-23,PROD0055,WH05,1,610.6,Online
TXN000411,2025-07-23,PROD0095,WH01,1,226.49,Retail
TXN000412,2025-07-23,PROD0072,WH01,2,109.21,Online
TXN000413,2025-07-23,PROD0016,WH04,1,113.06,Online
TXN000414,2025-07-23,PROD0092,WH02,7,84.39,Retail
TXN000415,2025-07-23,PROD0075,WH05,1,736.06,Retail
TXN000416,2025-07-23,PROD0120,WH04,1,807.25,Retail
TXN000417,2025-07-23,PROD0117,WH03,2,478.38,Retail
TXN000418,2025-07-23,PROD0076,WH05,3,105.69,Online
TXN000419,2025-07-23,PROD0032,WH03,13,66.91,Online
TXN000420,2025-07-23,PROD0096,WH04,2,785.16,Retail
TXN000421,2025-07-23,PROD0086,WH02,6,308.34,Retail
TXN000422,2025-07-23,PROD0020,WH01,2,363.62,Online
TXN000423,2025-07-23,PROD0053,WH02,1,566.68,Retail
TXN000424,2025-07-23,PROD0025,WH02,1,203.66,Online
TXN000425,2025-07-23,PROD0101,WH05,1,335.07,Wholesale
TXN000426,2025-07-23,PROD0002,WH01,3,766.66,Retail
