product_id,product_name,category,warehouse_name,stock_on_hand,stock_allocated,stock_on_order,rop,eoq,safety_stock,stockout_days,stock_availability_pct,health_score,health_label,recommendation,supplier_name,supplier_risk_status
PROD0005,Laptop - Standard,Electronics,Central Fulfillment,279,25,0,53,179,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (279) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0006,Laptop - Pro,Electronics,North Hub,32,3,0,45,83,11,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (45). Order 83 units.,Global Freight Corp,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0006,Laptop - Pro,Electronics,South Terminal,239,0,0,45,83,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (239) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Global Freight Corp,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0006,Laptop - Pro,Electronics,East Gate,214,25,0,45,83,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (214) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Global Freight Corp,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0006,Laptop - Pro,Electronics,West Depot,239,4,0,45,83,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (239) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Global Freight Corp,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0006,Laptop - Pro,Electronics,Central Fulfillment,284,19,0,45,83,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (284) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Global Freight Corp,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0007,Laptop - Lite,Electronics,North Hub,213,17,0,93,200,27,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (213) is far above Safety Stock (27). Halt procurement; run markdown campaigns.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0007,Laptop - Lite,Electronics,South Terminal,46,6,0,93,200,27,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (93). Order 200 units.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0007,Laptop - Lite,Electronics,East Gate,160,13,0,93,200,27,0.0,100.0,85.0,Excellent,Overstocked: Current stock (160) is far above Safety Stock (27). Halt procurement; run markdown campaigns.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0007,Laptop - Lite,Electronics,West Depot,220,2,0,93,200,27,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (220) is far above Safety Stock (27). Halt procurement; run markdown campaigns.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0007,Laptop - Lite,Electronics,Central Fulfillment,414,37,0,93,200,27,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (414) is far above Safety Stock (27). Halt procurement; run markdown campaigns.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0008,Laptop - Elite,Electronics,North Hub,484,56,0,319,619,55,0.0,100.0,76.0,Good,Overstocked: Current stock (484) is far above Safety Stock (55). Halt procurement; run markdown campaigns.,Matrix Trade,Low Risk
PROD0008,Laptop - Elite,Electronics,South Terminal,123,4,0,319,619,55,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (319). Order 619 units.,Matrix Trade,Low Risk
PROD0008,Laptop - Elite,Electronics,East Gate,200,14,0,319,619,55,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (319). Order 619 units.,Matrix Trade,Low Risk
PROD0008,Laptop - Elite,Electronics,West Depot,60,0,0,319,619,55,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (319). Order 619 units.,Matrix Trade,Low Risk
PROD0008,Laptop - Elite,Electronics,Central Fulfillment,44,3,0,319,619,55,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (319). Order 619 units.,Matrix Trade,Low Risk
PROD0009,Headphones - Standard,Electronics,North Hub,229,30,0,51,79,17,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (229) is far above Safety Stock (17). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0009,Headphones - Standard,Electronics,South Terminal,164,13,0,51,79,17,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (164) is far above Safety Stock (17). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0009,Headphones - Standard,Electronics,East Gate,212,8,0,51,79,17,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (212) is far above Safety Stock (17). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0009,Headphones - Standard,Electronics,West Depot,261,13,0,51,79,17,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (261) is far above Safety Stock (17). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0009,Headphones - Standard,Electronics,Central Fulfillment,168,11,0,51,79,17,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (168) is far above Safety Stock (17). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0010,Headphones - Pro,Electronics,North Hub,142,12,0,49,143,14,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (142) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Omni Sources,High Risk (Supplier reliability is 83%). Evaluate alternative vendors.
PROD0010,Headphones - Pro,Electronics,South Terminal,191,4,0,49,143,14,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (191) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Omni Sources,High Risk (Supplier reliability is 83%). Evaluate alternative vendors.
PROD0010,Headphones - Pro,Electronics,East Gate,67,5,0,49,143,14,0.0,100.0,85.0,Excellent,Overstocked: Current stock (67) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Omni Sources,High Risk (Supplier reliability is 83%). Evaluate alternative vendors.
PROD0010,Headphones - Pro,Electronics,West Depot,83,9,0,49,143,14,0.0,100.0,85.0,Excellent,Overstocked: Current stock (83) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Omni Sources,High Risk (Supplier reliability is 83%). Evaluate alternative vendors.
PROD0010,Headphones - Pro,Electronics,Central Fulfillment,324,27,0,49,143,14,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (324) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Omni Sources,High Risk (Supplier reliability is 83%). Evaluate alternative vendors.
PROD0011,Headphones - Lite,Electronics,North Hub,126,3,0,45,100,13,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (126) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Pinnacle Imports,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0011,Headphones - Lite,Electronics,South Terminal,141,19,0,45,100,13,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (141) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Pinnacle Imports,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0011,Headphones - Lite,Electronics,East Gate,268,29,0,45,100,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (268) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Pinnacle Imports,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0011,Headphones - Lite,Electronics,West Depot,73,5,0,45,100,13,0.0,100.0,85.0,Excellent,Overstocked: Current stock (73) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Pinnacle Imports,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0011,Headphones - Lite,Electronics,Central Fulfillment,413,45,0,45,100,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (413) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Pinnacle Imports,High Risk (Supplier reliability is 82%). Evaluate alternative vendors.
PROD0012,Headphones - Elite,Electronics,North Hub,277,22,0,26,74,9,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (277) is far above Safety Stock (9). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0012,Headphones - Elite,Electronics,South Terminal,207,22,0,26,74,9,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (207) is far above Safety Stock (9). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0012,Headphones - Elite,Electronics,East Gate,83,5,0,26,74,9,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (83) is far above Safety Stock (9). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0012,Headphones - Elite,Electronics,West Depot,278,9,0,26,74,9,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (278) is far above Safety Stock (9). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0012,Headphones - Elite,Electronics,Central Fulfillment,432,43,0,26,74,9,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (432) is far above Safety Stock (9). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0013,Smartwatch - Standard,Electronics,North Hub,242,24,0,54,200,15,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (242) is far above Safety Stock (15). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0013,Smartwatch - Standard,Electronics,South Terminal,134,2,0,54,200,15,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (134) is far above Safety Stock (15). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0013,Smartwatch - Standard,Electronics,East Gate,54,7,0,54,200,15,0.0,100.0,94.0,Excellent,Optimal: Inventory levels are healthy. No action required.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0013,Smartwatch - Standard,Electronics,West Depot,214,9,0,54,200,15,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (214) is far above Safety Stock (15). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0013,Smartwatch - Standard,Electronics,Central Fulfillment,61,0,0,54,200,15,0.0,100.0,85.0,Excellent,Overstocked: Current stock (61) is far above Safety Stock (15). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0014,Smartwatch - Pro,Electronics,North Hub,216,23,0,33,132,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (216) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0014,Smartwatch - Pro,Electronics,South Terminal,136,1,0,33,132,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (136) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0014,Smartwatch - Pro,Electronics,East Gate,202,22,0,33,132,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (202) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0014,Smartwatch - Pro,Electronics,West Depot,253,19,0,33,132,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (253) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0014,Smartwatch - Pro,Electronics,Central Fulfillment,256,10,0,33,132,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (256) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Horizon Distribution,High Risk (Supplier reliability is 78%). Evaluate alternative vendors.
PROD0015,Smartwatch - Lite,Electronics,North Hub,271,4,0,11,100,4,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (271) is far above Safety Stock (4). Halt procurement; run markdown campaigns.,Prime Goods Ltd,Low Risk
PROD0015,Smartwatch - Lite,Electronics,South Terminal,128,14,0,11,100,4,1.0,98.3,57.3,Needs Attention,Overstocked: Current stock (128) is far above Safety Stock (4). Halt procurement; run markdown campaigns.,Prime Goods Ltd,Low Risk
PROD0015,Smartwatch - Lite,Electronics,East Gate,99,13,0,11,100,4,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (99) is far above Safety Stock (4). Halt procurement; run markdown campaigns.,Prime Goods Ltd,Low Risk
PROD0015,Smartwatch - Lite,Electronics,West Depot,117,5,0,11,100,4,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (117) is far above Safety Stock (4). Halt procurement; run markdown campaigns.,Prime Goods Ltd,Low Risk
PROD0015,Smartwatch - Lite,Electronics,Central Fulfillment,290,38,0,11,100,4,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (290) is far above Safety Stock (4). Halt procurement; run markdown campaigns.,Prime Goods Ltd,Low Risk
PROD0016,Smartwatch - Elite,Electronics,North Hub,214,16,0,33,210,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (214) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0016,Smartwatch - Elite,Electronics,South Terminal,161,0,0,33,210,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (161) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0016,Smartwatch - Elite,Electronics,East Gate,121,10,0,33,210,8,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (121) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0016,Smartwatch - Elite,Electronics,West Depot,136,5,0,33,210,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (136) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0016,Smartwatch - Elite,Electronics,Central Fulfillment,146,7,0,33,210,8,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (146) is far above Safety Stock (8). Halt procurement; run markdown campaigns.,Apex Logistics,High Risk (Supplier reliability is 79%). Evaluate alternative vendors.
PROD0017,Tablet - Standard,Electronics,North Hub,52,0,0,51,154,11,0.0,100.0,85.0,Excellent,Overstocked: Current stock (52) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Vanguard Industries,Medium Risk (Supplier rating: 3.0). Review service-level agreement.
PROD0017,Tablet - Standard,Electronics,South Terminal,211,28,0,51,154,11,1.0,98.3,57.3,Needs Attention,Overstocked: Current stock (211) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Vanguard Industries,Medium Risk (Supplier rating: 3.0). Review service-level agreement.
PROD0017,Tablet - Standard,Electronics,East Gate,265,12,0,51,154,11,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (265) is far above Safety Stock (11). Halt procurement; run markdown campaigns.,Vanguard Industries,Medium Risk (Supplier rating: 3.0). Review service-level agreement.
PROD0017,Tablet - Standard,Electronics,West Depot,37,2,0,51,154,11,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (51). Order 154 units.,Vanguard Industries,Medium Risk (Supplier rating: 3.0). Review service-level agreement.
PROD0017,Tablet - Standard,Electronics,Central Fulfillment,47,2,0,51,154,11,0.0,100.0,73.0,Good,Reorder Alert: Stock is below Reorder Point (51). Order 154 units.,Vanguard Industries,Medium Risk (Supplier rating: 3.0). Review service-level agreement.
PROD0018,Tablet - Pro,Electronics,North Hub,159,6,0,156,777,34,0.0,100.0,85.0,Excellent,Overstocked: Current stock (159) is far above Safety Stock (34). Halt procurement; run markdown campaigns.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0018,Tablet - Pro,Electronics,South Terminal,26,2,0,156,777,34,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (156). Order 777 units.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0018,Tablet - Pro,Electronics,East Gate,25,2,0,156,777,34,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (156). Order 777 units.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0018,Tablet - Pro,Electronics,West Depot,38,0,0,156,777,34,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (156). Order 777 units.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0018,Tablet - Pro,Electronics,Central Fulfillment,10,1,0,156,777,34,8.0,86.7,82.7,Good,Reorder Alert: Stock is below Reorder Point (156). Order 777 units.,Echo Supply,High Risk (Supplier reliability is 76%). Evaluate alternative vendors.
PROD0019,Tablet - Lite,Electronics,North Hub,257,7,0,41,500,13,1.0,98.3,57.3,Needs Attention,Overstocked: Current stock (257) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0019,Tablet - Lite,Electronics,South Terminal,232,22,0,41,500,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (232) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0019,Tablet - Lite,Electronics,East Gate,247,36,0,41,500,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (247) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0019,Tablet - Lite,Electronics,West Depot,509,8,0,41,500,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (509) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0019,Tablet - Lite,Electronics,Central Fulfillment,372,38,0,41,500,13,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (372) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Quantum Corp,Medium Risk (Supplier rating: 3.4). Review service-level agreement.
PROD0020,Tablet - Elite,Electronics,North Hub,22,2,0,55,107,20,0.0,100.0,88.0,Excellent,Reorder Alert: Stock is below Reorder Point (55). Order 107 units.,Matrix Trade,Low Risk
PROD0020,Tablet - Elite,Electronics,South Terminal,116,10,0,55,107,20,0.0,100.0,76.0,Good,Overstocked: Current stock (116) is far above Safety Stock (20). Halt procurement; run markdown campaigns.,Matrix Trade,Low Risk
PROD0020,Tablet - Elite,Electronics,East Gate,148,19,0,55,107,20,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (148) is far above Safety Stock (20). Halt procurement; run markdown campaigns.,Matrix Trade,Low Risk
PROD0020,Tablet - Elite,Electronics,West Depot,97,13,0,55,107,20,0.0,100.0,85.0,Excellent,Overstocked: Current stock (97) is far above Safety Stock (20). Halt procurement; run markdown campaigns.,Matrix Trade,Low Risk
PROD0020,Tablet - Elite,Electronics,Central Fulfillment,394,18,0,55,107,20,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (394) is far above Safety Stock (20). Halt procurement; run markdown campaigns.,Matrix Trade,Low Risk
PROD0021,Camera - Standard,Electronics,North Hub,204,19,0,49,73,14,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (204) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Alpha Logistics,Low Risk
PROD0021,Camera - Standard,Electronics,South Terminal,250,18,0,49,73,14,0.0,100.0,58.0,Needs Attention,Overstocked: Current stock (250) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Alpha Logistics,Low Risk
PROD0021,Camera - Standard,Electronics,East Gate,46,4,0,49,73,14,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (49). Order 73 units.,Alpha Logistics,Low Risk
PROD0021,Camera - Standard,Electronics,West Depot,135,10,0,49,73,14,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (135) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Alpha Logistics,Low Risk
PROD0021,Camera - Standard,Electronics,Central Fulfillment,151,14,0,49,73,14,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (151) is far above Safety Stock (14). Halt procurement; run markdown campaigns.,Alpha Logistics,Low Risk
PROD0022,Camera - Pro,Electronics,North Hub,46,4,0,67,232,13,0.0,100.0,82.0,Good,Reorder Alert: Stock is below Reorder Point (67). Order 232 units.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
PROD0022,Camera - Pro,Electronics,South Terminal,248,34,0,67,232,13,0.0,100.0,67.0,Needs Attention,Overstocked: Current stock (248) is far above Safety Stock (13). Halt procurement; run markdown campaigns.,Delta Products,High Risk (Supplier reliability is 80%). Evaluate alternative vendors.
